id__bioguide,id__thomas,id__govtrack,social__twitter,social__facebook,social__youtube,social__youtube_id,social__twitter_id,social__instagram,social__instagram_id
D000600,01717,400108,MarioDB,mdiazbalart,MarioDiazBalart,UCpEEd0Plxx5D78pI4a4mFTQ,37094727,repmariodb,316477657
D000563,00326,300038,SenatorDurbin,SenatorDurbin,SenatorDurbin,UCkbixlNCxcKAffEhe3X5-lw,247334603,,
D000533,00322,400116,RepJohnDuncanJr,CongressmanDuncan,RepJohnDuncan,UCCpcKqQfp9gVkeD1t7uYLKQ,1883356866,,
D000482,00316,400114,USRepMikeDoyle,usrepmikedoyle,CongressmanDoyle,UCni9vINmgerEeVXhKCC9qbA,39249305,,
D000399,00303,400111,RepLloydDoggett,lloyddoggett,doggett,UCN-kiLKyHPcfRVZ28sAHS_g,153944899,replloyddoggett,
D000216,00281,400103,RosaDeLauro,CongresswomanRosaDeLauro,rosadelauro,UC9ROfGBm7kSLCEDYwFF6McQ,140519774,,
D000197,01479,400101,RepDianaDeGette,DianaDeGette,RepDianaDeGette,UCWFQCRTHwsHg9P1Hf-EQtew,28599820,,
D000191,00279,400100,RepPeterDeFazio,RepPeterDeFazio,PeterDeFazio,UCIF3HunhsVgTv7L2grnq2Rg,252249233,,
C001088,01984,412390,SenCoonsOffice,senatorchriscoons,senatorchriscoons,UC2lOVbsddn1HIkcDnmCw6tA,435500714,senatorchriscoons,25194715
C001087,01989,412400,RepRickCrawford,RepRickCrawford,RepRickCrawford,UCLKAkVl4BHRK73lmDiIgPYg,233693291,reprickcrawford,389864684
C001084,02055,412470,RepCicilline,CongressmanDavidCicilline,RepDavidCicilline,UC3sCl46o8hYP69LnidNltuw,462143773,,
C001080,01970,412379,RepJudyChu,RepJudyChu,RepJudyChu,UCfcbYOvdEXZNelM8T05nK-w,193732179,,
C001078,01959,412272,GerryConnolly,CongressmanGerryConnolly,repconnolly,UC4WG9PlmoOeSLIuyVjs-RSA,78445977,,
C001077,01912,412271,RepMikeCoffman,repmikecoffman,CongressmanCoffman,UCBCe9Os3VRutyBw3aLhYq5g,19407835,,
C001072,01889,412258,RepAndreCarson,CongressmanAndreCarson,repandrecarson,UCprUnnEgM2VUGmAKSaZXCSw,199325935,repandrecarson,
C001071,01825,412248,SenBobCorker,bobcorker,senatorcorker,UCm7if_szz7DxfcdYGrywHSA,73303753,senbobcorker,390025816
C001070,01828,412246,SenBobCasey,SenatorBobCasey,SenatorBobCasey,UCtVssXhx-KuZa-hSvnsnJ0A,171598736,senbobcasey,
C001069,01836,412193,RepJoeCourtney,joecourtney,repcourtney,UCGVIfe1T2hO1Lx7ap5Wkv1w,85396297,repjoecourtney,
C001068,01878,412236,RepCohen,CongressmanSteveCohen,repcohen,UC_NJlnsOBjOameUwZk0rvsA,162069635,,
C001067,01864,412221,RepYvetteClarke,repyvettedclarke,repyvetteclarke,UC8SuQiuL2P9fUHAxuRoTdUQ,240812994,,
C001063,01807,400657,RepCuellar,152569121550,henrycuellar,UCVgEOdJx3tyILO9EjZ-heEQ,210926192,,
C001062,01805,400655,ConawayTX11,mike.conaway,mikeconaway11,UCR3dhwhVfxmmqv6ct2Xa1-g,295685416,,
C001061,01790,400639,RepCleaver,emanuelcleaverii,repcleaver,UCVC-7CLFjXczoihr5FxDLsw,163570705,,
C001059,01774,400618,RepJimCosta,RepJimCosta,RepJimCostaCA20,UCVgXX23eJEai6GiBOKO6dvA,245451804,,
C001056,01692,300027,JohnCornyn,sen.johncornyn,senjohncornyn,UCyQwLQavlOaJ64YuY_VMtiQ,13218102,,
C001053,01742,400077,TomColeOK04,TomColeOK04,reptomcole,UCvqzPm_YnNkfEHpm3SEMJMQ,23124635,TomColeOK04,
C001051,01752,400068,JudgeCarter,judgecarter,repjohncarter,UC9pkaOrhPfouzkJ8oAdI-1w,18030431,repcarter,456560563
C001049,01654,400074,,109135405838588,WilliamLacyClay,UCB3yVQzlxhx3brOwaWtiXoQ,,,
C001048,01670,400089,CongCulberson,CongressmanCulberson,johnculbersontx07,UCv9NX2RA2jQQniHohgqy_KQ,24183358,repjculberson,
