committee,name,party,rank,title,thomas,bioguide,chamber
SSAS13,"Angus S. King, Jr.",minority,5,,02185,K000383,
SSAS13,Jack Reed,minority,6,Ex Officio,00949,R000122,
SSAS14,Tom Cotton,majority,1,Chairman,02098,C001095,
SSAS14,James M. Inhofe,majority,2,,00583,I000024,
SSAS14,Roger F. Wicker,majority,3,,01226,W000437,
SSAS14,Thom Tillis,majority,4,,02291,T000476,
SSAS14,Dan Sullivan,majority,5,,02290,S001198,
SSAS14,Ted Cruz,majority,6,,02175,C001098,
SSAS14,Ben Sasse,majority,7,,02289,S001197,
SSAS14,John McCain,majority,8,Ex Officio,00754,M000303,
SSAS14,"Angus S. King, Jr.",minority,1,Ranking Member,02185,K000383,
SSAS14,Claire McCaskill,minority,2,,01820,M001170,
SSAS14,Richard Blumenthal,minority,3,,02076,B001277,
SSAS14,Joe Donnelly,minority,4,,01850,D000607,
SSAS14,Elizabeth Warren,minority,5,,02182,W000817,
SSAS14,Gary C. Peters,minority,6,,01929,P000595,
SSAS14,Jack Reed,minority,7,Ex Officio,00949,R000122,
SSAS15,James M. Inhofe,majority,1,Chairman,00583,I000024,
SSAS15,Mike Rounds,majority,2,,02288,R000605,
SSAS15,Joni Ernst,majority,3,,02283,E000295,
SSAS15,David Perdue,majority,4,,02286,P000612,
SSAS15,John McCain,majority,6,Ex Officio,00754,M000303,
SSAS15,Tim Kaine,minority,1,Ranking Member,02176,K000384,
SSAS15,Jeanne Shaheen,minority,2,,01901,S001181,
SSAS15,Mazie K. Hirono,minority,3,,01844,H001042,
SSAS15,Jack Reed,minority,4,Ex Officio,00949,R000122,
SSAS16,Deb Fischer,majority,1,Chairman,02179,F000463,
SSAS16,James M. Inhofe,majority,2,,00583,I000024,
SSAS16,Tom Cotton,majority,3,,02098,C001095,
SSAS16,Dan Sullivan,majority,4,,02290,S001198,
SSAS16,Ted Cruz,majority,5,,02175,C001098,
SSAS16,Lindsey Graham,majority,6,,00452,G000359,
SSAS16,John McCain,majority,7,Ex Officio,00754,M000303,
SSAS16,Joe Donnelly,minority,1,Ranking Member,01850,D000607,
SSAS16,Martin Heinrich,minority,2,,01937,H001046,
SSAS16,Elizabeth Warren,minority,3,,02182,W000817,
SSAS16,Gary C. Peters,minority,4,,01929,P000595,
SSAS16,Jack Reed,minority,5,Ex Officio,00949,R000122,
SSAS17,Thom Tillis,majority,1,Chairman,02291,T000476,
SSAS17,Joni Ernst,majority,2,,02283,E000295,
SSAS17,Lindsey Graham,majority,3,,00452,G000359,
SSAS17,Ben Sasse,majority,4,,02289,S001197,
SSAS17,John McCain,majority,5,Ex Officio,00754,M000303,
SSAS17,Kirsten E. Gillibrand,minority,1,Ranking Member,01866,G000555,
SSAS17,Claire McCaskill,minority,2,,01820,M001170,
SSAS17,Elizabeth Warren,minority,3,,02182,W000817,
SSAS17,Jack Reed,minority,4,Ex Officio,00949,R000122,
SSAS20,Joni Ernst,majority,1,Chairman,02283,E000295,
SSAS20,Roger F. Wicker,majority,2,,01226,W000437,
SSAS20,Deb Fischer,majority,3,,02179,F000463,
SSAS20,David Perdue,majority,4,,02286,P000612,
SSAS20,Ted Cruz,majority,5,,02175,C001098,
SSAS20,John McCain,majority,6,Ex Officio,00754,M000303,
SSAS20,Martin Heinrich,minority,1,Ranking Member,01937,H001046,
SSAS20,Bill Nelson,minority,2,,00859,N000032,
SSAS20,Jeanne Shaheen,minority,3,,01901,S001181,
SSAS20,Gary C. Peters,minority,4,,01929,P000595,
SSAS20,Jack Reed,minority,5,Ex Officio,00949,R000122,
SSAS21,Mike Rounds,majority,1,Chairman,02288,R000605,
SSAS21,Deb Fischer,majority,2,,02179,F000463,
SSAS21,David Perdue,majority,3,,02286,P000612,
SSAS21,Lindsey Graham,majority,4,,00452,G000359,
SSAS21,Ben Sasse,majority,5,,02289,S001197,
SSAS21,John McCain,majority,6,Ex Officio,00754,M000303,
SSAS21,Bill Nelson,minority,1,Ranking Member,00859,N000032,
SSAS21,Claire McCaskill,minority,2,,01820,M001170,
SSAS21,Kirsten E. Gillibrand,minority,3,,01866,G000555,
SSAS21,Richard Blumenthal,minority,4,,02076,B001277,
SSAS21,Jack Reed,minority,5,Ex Officio,00949,R000122,
SSBK,Mike Crapo,majority,1,Chairman,00250,C000880,
SSBK,Richard C. Shelby,majority,2,,01049,S000320,
SSBK,Bob Corker,majority,3,,01825,C001071,
SSBK,Patrick J. Toomey,majority,4,,02085,T000461,
SSBK,Dean Heller,majority,5,,01863,H001041,
SSBK,Tim Scott,majority,6,,02056,S001184,
SSBK,Ben Sasse,majority,7,,02289,S001197,
SSBK,Tom Cotton,majority,8,,02098,C001095,
SSBK,Mike Rounds,majority,9,,02288,R000605,
SSBK,David Perdue,majority,10,,02286,P000612,
SSBK,Thom Tillis,majority,11,,02291,T000476,
SSBK,John Kennedy,majority,12,,,K000393,
SSBK,Sherrod Brown,minority,1,Ranking Member,00136,B000944,
SSBK,Jack Reed,minority,2,,00949,R000122,
SSBK,Robert Menendez,minority,3,,00791,M000639,
SSBK,Jon Tester,minority,4,,01829,T000464,
SSBK,Mark R. Warner,minority,5,,01897,W000805,
SSBK,Elizabeth Warren,minority,6,,02182,W000817,
SSBK,Heidi Heitkamp,minority,7,,02174,H001069,
SSBK,Joe Donnelly,minority,8,,01850,D000607,
SSBK,Brian Schatz,minority,9,,02173,S001194,
SSBK,Chris Van Hollen,minority,10,,01729,V000128,
SSBK,Catherine Cortez Masto,minority,11,,,C001113,
SSBK04,Dean Heller,majority,1,Chairman,01863,H001041,
SSBK04,Richard C. Shelby,majority,2,,01049,S000320,
SSBK04,Bob Corker,majority,3,,01825,C001071,
SSBK04,Patrick J. Toomey,majority,4,,02085,T000461,
SSBK04,Tim Scott,majority,5,,02056,S001184,
SSBK04,Ben Sasse,majority,6,,02289,S001197,
SSBK04,Mike Rounds,majority,7,,02288,R000605,
SSBK04,Thom Tillis,majority,8,,02291,T000476,
SSBK04,Mike Crapo,majority,9,Ex Officio,00250,C000880,
SSBK04,Mark R. Warner,minority,1,Ranking Member,01897,W000805,
SSBK04,Jack Reed,minority,2,,00949,R000122,
SSBK04,Robert Menendez,minority,3,,00791,M000639,
SSBK04,Jon Tester,minority,4,,01829,T000464,
SSBK04,Elizabeth Warren,minority,5,,02182,W000817,
SSBK04,Chris Van Hollen,minority,6,,01729,V000128,
SSBK04,Catherine Cortez Masto,minority,7,,,C001113,
SSBK04,Sherrod Brown,minority,8,Ex Officio,00136,B000944,
SSBK05,Ben Sasse,majority,1,Chairman,02289,S001197,
SSBK05,Bob Corker,majority,2,,01825,C001071,
SSBK05,Tom Cotton,majority,3,,02098,C001095,
SSBK05,Mike Rounds,majority,4,,02288,R000605,
SSBK05,David Perdue,majority,5,,02286,P000612,
SSBK05,Mike Crapo,majority,6,Ex Officio,00250,C000880,
SSBK05,Joe Donnelly,minority,1,Ranking Member,01850,D000607,
SSBK05,Mark R. Warner,minority,2,,01897,W000805,
SSBK05,Heidi Heitkamp,minority,3,,02174,H001069,
SSBK05,Brian Schatz,minority,4,,02173,S001194,
SSBK05,Sherrod Brown,minority,5,Ex Officio,00136,B000944,
SSBK08,Patrick J. Toomey,majority,1,Chairman,02085,T000461,
SSBK08,Richard C. Shelby,majority,2,,01049,S000320,
SSBK08,Bob Corker,majority,3,,01825,C001071,
SSBK08,Dean Heller,majority,4,,01863,H001041,
SSBK08,Tim Scott,majority,5,,02056,S001184,
SSBK08,Ben Sasse,majority,6,,02289,S001197,
SSBK08,Tom Cotton,majority,7,,02098,C001095,
SSBK08,David Perdue,majority,8,,02286,P000612,
SSBK08,John Kennedy,majority,9,,,K000393,
SSBK08,Mike Crapo,majority,10,Ex Officio,00250,C000880,
SSBK08,Elizabeth Warren,minority,1,Ranking Member,02182,W000817,
SSBK08,Jack Reed,minority,2,,00949,R000122,
SSBK08,Jon Tester,minority,3,,01829,T000464,
SSBK08,Mark R. Warner,minority,4,,01897,W000805,
SSBK08,Joe Donnelly,minority,5,,01850,D000607,
SSBK08,Brian Schatz,minority,6,,02173,S001194,
SSBK08,Chris Van Hollen,minority,7,,01729,V000128,
SSBK08,Catherine Cortez Masto,minority,8,,,C001113,
SSBK08,Sherrod Brown,minority,9,Ex Officio,00136,B000944,
SSBK09,Tim Scott,majority,1,Chairman,02056,S001184,
SSBK09,Richard C. Shelby,majority,2,,01049,S000320,
SSBK09,Dean Heller,majority,3,,01863,H001041,
SSBK09,Mike Rounds,majority,4,,02288,R000605,
SSBK09,Thom Tillis,majority,5,,02291,T000476,
SSBK09,John Kennedy,majority,6,,,K000393,
SSBK09,Mike Crapo,majority,7,Ex Officio,00250,C000880,
SSBK09,Robert Menendez,minority,1,Ranking Member,00791,M000639,
SSBK09,Jack Reed,minority,2,,00949,R000122,
SSBK09,Heidi Heitkamp,minority,3,,02174,H001069,
SSBK09,Brian Schatz,minority,4,,02173,S001194,
SSBK09,Chris Van Hollen,minority,5,,01729,V000128,
SSBK09,Sherrod Brown,minority,6,Ex Officio,00136,B000944,
SSBK12,Tom Cotton,majority,1,Chairman,02098,C001095,
SSBK12,Patrick J. Toomey,majority,2,,02085,T000461,
SSBK12,David Perdue,majority,3,,02286,P000612,
SSBK12,Thom Tillis,majority,4,,02291,T000476,
SSBK12,John Kennedy,majority,5,,,K000393,
SSBK12,Mike Crapo,majority,6,Ex Officio,00250,C000880,
SSBK12,Heidi Heitkamp,minority,1,Ranking Member,02174,H001069,
SSBK12,Robert Menendez,minority,2,,00791,M000639,
SSBK12,Elizabeth Warren,minority,3,,02182,W000817,
SSBK12,Joe Donnelly,minority,4,,01850,D000607,
SSBK12,Sherrod Brown,minority,5,Ex Officio,00136,B000944,
SSBU,Michael B. Enzi,majority,1,Chairman,01542,E000285,
SSBU,Chuck Grassley,majority,2,,00457,G000386,
SSBU,Mike Crapo,majority,3,,00250,C000880,
SSBU,Lindsey Graham,majority,4,,00452,G000359,
SSBU,Patrick J. Toomey,majority,5,,02085,T000461,
SSBU,Ron Johnson,majority,6,,02086,J000293,
SSBU,Bob Corker,majority,7,,01825,C001071,
SSBU,David Perdue,majority,8,,02286,P000612,
SSBU,Cory Gardner,majority,9,,01998,G000562,
SSBU,John Kennedy,majority,10,,,K000393,
SSBU,John Boozman,majority,11,,01687,B001236,
SSBU,Bernard Sanders,minority,1,Ranking Member,01010,S000033,
SSBU,Patty Murray,minority,2,,01409,M001111,
SSBU,Ron Wyden,minority,3,,01247,W000779,
SSBU,Debbie Stabenow,minority,4,,01531,S000770,
SSBU,Sheldon Whitehouse,minority,5,,01823,W000802,
SSBU,Mark R. Warner,minority,6,,01897,W000805,
SSBU,Jeff Merkley,minority,7,,01900,M001176,
SSBU,Tim Kaine,minority,8,,02176,K000384,
SSBU,"Angus S. King, Jr.",minority,9,,02185,K000383,
SSBU,Chris Van Hollen,minority,10,,01729,V000128,
SSBU,Kamala D. Harris,minority,11,,,H001075,
SSCM,John Thune,majority,1,Chairman,01534,T000250,
SSCM,Roger F. Wicker,majority,2,,01226,W000437,
SSCM,Roy Blunt,majority,3,,01464,B000575,
SSCM,Ted Cruz,majority,4,,02175,C001098,
SSCM,Deb Fischer,majority,5,,02179,F000463,
SSCM,Jerry Moran,majority,6,,01507,M000934,
SSCM,Dan Sullivan,majority,7,,02290,S001198,
SSCM,Dean Heller,majority,8,,01863,H001041,
SSCM,James M. Inhofe,majority,9,,00583,I000024,
SSCM,Mike Lee,majority,10,,02080,L000577,
SSCM,Ron Johnson,majority,11,,02086,J000293,
SSCM,Shelley Moore Capito,majority,12,,01676,C001047,
SSCM,Cory Gardner,majority,13,,01998,G000562,
SSCM,Todd Young,majority,14,,02019,Y000064,
SSCM,Bill Nelson,minority,1,Ranking Member,00859,N000032,
SSCM,Maria Cantwell,minority,2,,00172,C000127,
SSCM,Amy Klobuchar,minority,3,,01826,K000367,
SSCM,Richard Blumenthal,minority,4,,02076,B001277,
SSCM,Brian Schatz,minority,5,,02173,S001194,
SSCM,Edward J. Markey,minority,6,,00735,M000133,
SSCM,Cory A. Booker,minority,7,,02194,B001288,
SSCM,Tom Udall,minority,8,,01567,U000039,
SSCM,Gary C. Peters,minority,9,,01929,P000595,
SSCM,Tammy Baldwin,minority,10,,01558,B001230,
SSCM,Tammy Duckworth,minority,11,,02123,D000622,
SSCM,Margaret Wood Hassan,minority,12,,,H001076,
SSCM,Catherine Cortez Masto,minority,13,,,C001113,
SSCM01,Roy Blunt,majority,1,Chairman,01464,B000575,
SSCM01,Roger F. Wicker,majority,2,,01226,W000437,
SSCM01,Ted Cruz,majority,3,,02175,C001098,
SSCM01,Deb Fischer,majority,4,,02179,F000463,
SSCM01,Jerry Moran,majority,5,,01507,M000934,
SSCM01,Dan Sullivan,majority,6,,02290,S001198,
SSCM01,Dean Heller,majority,7,,01863,H001041,
SSCM01,James M. Inhofe,majority,8,,00583,I000024,
SSCM01,Mike Lee,majority,9,,02080,L000577,
SSCM01,Shelley Moore Capito,majority,10,,01676,C001047,
SSCM01,Cory Gardner,majority,11,,01998,G000562,
SSCM01,Todd Young,majority,12,,02019,Y000064,
SSCM01,John Thune,majority,13,Ex Officio,01534,T000250,
SSCM01,Maria Cantwell,minority,1,Ranking Member,00172,C000127,
SSCM01,Amy Klobuchar,minority,2,,01826,K000367,
SSCM01,Richard Blumenthal,minority,3,,02076,B001277,
SSCM01,Brian Schatz,minority,4,,02173,S001194,
SSCM01,Edward J. Markey,minority,5,,00735,M000133,
SSCM01,Cory A. Booker,minority,6,,02194,B001288,
SSCM01,Tom Udall,minority,7,,01567,U000039,
SSCM01,Gary C. Peters,minority,8,,01929,P000595,
SSCM01,Tammy Baldwin,minority,9,,01558,B001230,
SSCM01,Tammy Duckworth,minority,10,,02123,D000622,
SSCM01,Margaret Wood Hassan,minority,11,,,H001076,
SSCM01,Bill Nelson,minority,12,Ex Officio,00859,N000032,
SSCM20,Jerry Moran,majority,1,Chairman,01507,M000934,
SSCM20,Roy Blunt,majority,2,,01464,B000575,
SSCM20,Ted Cruz,majority,3,,02175,C001098,
SSCM20,Deb Fischer,majority,4,,02179,F000463,
SSCM20,Dean Heller,majority,5,,01863,H001041,
SSCM20,James M. Inhofe,majority,6,,00583,I000024,
SSCM20,Mike Lee,majority,7,,02080,L000577,
SSCM20,Shelley Moore Capito,majority,8,,01676,C001047,
SSCM20,Todd Young,majority,9,,02019,Y000064,
SSCM20,John Thune,majority,10,Ex Officio,01534,T000250,
SSCM20,Richard Blumenthal,minority,1,Ranking Member,02076,B001277,
SSCM20,Amy Klobuchar,minority,2,,01826,K000367,
SSCM20,Edward J. Markey,minority,3,,00735,M000133,
SSCM20,Cory A. Booker,minority,4,,02194,B001288,
SSCM20,Tom Udall,minority,5,,01567,U000039,
SSCM20,Tammy Duckworth,minority,6,,02123,D000622,
SSCM20,Margaret Wood Hassan,minority,7,,,H001076,
SSCM20,Catherine Cortez Masto,minority,8,,,C001113,
SSCM20,Bill Nelson,minority,9,Ex Officio,00859,N000032,
SSCM22,Dan Sullivan,majority,1,Chairman,02290,S001198,
SSCM22,Roger F. Wicker,majority,2,,01226,W000437,
SSCM22,Deb Fischer,majority,3,,02179,F000463,
SSCM22,James M. Inhofe,majority,4,,00583,I000024,
SSCM22,Mike Lee,majority,5,,02080,L000577,
SSCM22,Ron Johnson,majority,6,,02086,J000293,
SSCM22,Cory Gardner,majority,7,,01998,G000562,
SSCM22,Todd Young,majority,8,,02019,Y000064,
SSCM22,John Thune,majority,9,Ex Officio,01534,T000250,
SSCM22,Gary C. Peters,minority,1,Ranking Member,01929,P000595,
SSCM22,Maria Cantwell,minority,2,,00172,C000127,
SSCM22,Richard Blumenthal,minority,3,,02076,B001277,
SSCM22,Brian Schatz,minority,4,,02173,S001194,
SSCM22,Edward J. Markey,minority,5,,00735,M000133,
SSCM22,Cory A. Booker,minority,6,,02194,B001288,
SSCM22,Tammy Baldwin,minority,7,,01558,B001230,
SSCM22,Bill Nelson,minority,8,Ex Officio,00859,N000032,
SSCM24,Ted Cruz,majority,1,Chairman,02175,C001098,
SSCM24,Jerry Moran,majority,2,,01507,M000934,
SSCM24,Dan Sullivan,majority,3,,02290,S001198,
SSCM24,Mike Lee,majority,4,,02080,L000577,
SSCM24,Ron Johnson,majority,5,,02086,J000293,
SSCM24,Shelley Moore Capito,majority,6,,01676,C001047,
SSCM24,Cory Gardner,majority,7,,01998,G000562,
SSCM24,John Thune,majority,8,Ex Officio,01534,T000250,
SSCM24,Edward J. Markey,minority,1,Ranking Member,00735,M000133,
SSCM24,Brian Schatz,minority,2,,02173,S001194,
SSCM24,Tom Udall,minority,3,,01567,U000039,
SSCM24,Gary C. Peters,minority,4,,01929,P000595,
SSCM24,Tammy Baldwin,minority,5,,01558,B001230,
SSCM24,Margaret Wood Hassan,minority,6,,,H001076,
SSCM24,Bill Nelson,minority,7,Ex Officio,00859,N000032,
SSCM25,Deb Fischer,majority,1,Chairman,02179,F000463,
SSCM25,Roger F. Wicker,majority,2,,01226,W000437,
SSCM25,Roy Blunt,majority,3,,01464,B000575,
SSCM25,Dean Heller,majority,4,,01863,H001041,
SSCM25,James M. Inhofe,majority,5,,00583,I000024,
SSCM25,Ron Johnson,majority,6,,02086,J000293,
SSCM25,Shelley Moore Capito,majority,7,,01676,C001047,
SSCM25,Cory Gardner,majority,8,,01998,G000562,
SSCM25,Todd Young,majority,9,,02019,Y000064,
SSCM25,John Thune,majority,10,Ex Officio,01534,T000250,
SSCM25,Cory A. Booker,minority,1,Ranking Member,02194,B001288,
SSCM25,Maria Cantwell,minority,2,,00172,C000127,
SSCM25,Amy Klobuchar,minority,3,,01826,K000367,
SSCM25,Richard Blumenthal,minority,4,,02076,B001277,
SSCM25,Tom Udall,minority,5,,01567,U000039,
SSCM25,Tammy Baldwin,minority,6,,01558,B001230,
SSCM25,Tammy Duckworth,minority,7,,02123,D000622,
SSCM25,Margaret Wood Hassan,minority,8,,,H001076,
SSCM25,Bill Nelson,minority,9,Ex Officio,00859,N000032,
SSCM26,Roger F. Wicker,majority,1,Chairman,01226,W000437,
SSCM26,Roy Blunt,majority,2,,01464,B000575,
SSCM26,Ted Cruz,majority,3,,02175,C001098,
SSCM26,Deb Fischer,majority,4,,02179,F000463,
SSCM26,Jerry Moran,majority,5,,01507,M000934,
SSCM26,Dan Sullivan,majority,6,,02290,S001198,
SSCM26,Dean Heller,majority,7,,01863,H001041,
SSCM26,James M. Inhofe,majority,8,,00583,I000024,
SSCM26,Mike Lee,majority,9,,02080,L000577,
SSCM26,Ron Johnson,majority,10,,02086,J000293,
SSCM26,Shelley Moore Capito,majority,11,,01676,C001047,
SSCM26,Cory Gardner,majority,12,,01998,G000562,
SSCM26,Todd Young,majority,13,,02019,Y000064,
SSCM26,John Thune,majority,14,Ex Officio,01534,T000250,
SSCM26,Brian Schatz,minority,1,Ranking Member,02173,S001194,
SSCM26,Maria Cantwell,minority,2,,00172,C000127,
SSCM26,Amy Klobuchar,minority,3,,01826,K000367,
SSCM26,Richard Blumenthal,minority,4,,02076,B001277,
SSCM26,Edward J. Markey,minority,5,,00735,M000133,
SSCM26,Cory A. Booker,minority,6,,02194,B001288,
SSCM26,Tom Udall,minority,7,,01567,U000039,
SSCM26,Gary C. Peters,minority,8,,01929,P000595,
SSCM26,Tammy Baldwin,minority,9,,01558,B001230,
SSCM26,Tammy Duckworth,minority,10,,02123,D000622,
SSCM26,Margaret Wood Hassan,minority,11,,,H001076,
SSCM26,Catherine Cortez Masto,minority,12,,,C001113,
SSCM26,Bill Nelson,minority,13,Ex Officio,00859,N000032,
SSEG,Lisa Murkowski,majority,1,Chairman,01694,M001153,
SSEG,John Barrasso,majority,2,,01881,B001261,
SSEG,James E. Risch,majority,3,,01896,R000584,
SSEG,Mike Lee,majority,4,,02080,L000577,
SSEG,Jeff Flake,majority,5,,01633,F000444,
SSEG,Steve Daines,majority,6,,02138,D000618,
SSEG,Cory Gardner,majority,7,,01998,G000562,
SSEG,Lamar Alexander,majority,8,,01695,A000360,
SSEG,John Hoeven,majority,9,,02079,H001061,
SSEG,Bill Cassidy,majority,10,,01925,C001075,
SSEG,Rob Portman,majority,11,,00924,P000449,
SSEG,Maria Cantwell,minority,1,Ranking Member,00172,C000127,
SSEG,Ron Wyden,minority,2,,01247,W000779,
SSEG,Bernard Sanders,minority,3,,01010,S000033,
SSEG,Debbie Stabenow,minority,4,,01531,S000770,
SSEG,"Joe Manchin, III",minority,6,,01983,M001183,
SSEG,Martin Heinrich,minority,7,,01937,H001046,
SSEG,Mazie K. Hirono,minority,8,,01844,H001042,
SSEG,"Angus S. King, Jr.",minority,9,,02185,K000383,
SSEG,Tammy Duckworth,minority,10,,02123,D000622,
SSEG,Catherine Cortez Masto,minority,11,,,C001113,
SSEG01,Cory Gardner,majority,1,Chairman,01998,G000562,
SSEG01,James E. Risch,majority,2,,01896,R000584,
SSEG01,Jeff Flake,majority,3,,01633,F000444,
SSEG01,Steve Daines,majority,4,,02138,D000618,
SSEG01,Lamar Alexander,majority,5,,01695,A000360,
SSEG01,John Hoeven,majority,6,,02079,H001061,
SSEG01,Bill Cassidy,majority,7,,01925,C001075,
SSEG01,Rob Portman,majority,8,,00924,P000449,
SSEG01,Lisa Murkowski,majority,10,Ex Officio,01694,M001153,
SSEG01,"Joe Manchin, III",minority,1,Ranking Member,01983,M001183,
SSEG01,Ron Wyden,minority,2,,01247,W000779,
SSEG01,Bernard Sanders,minority,3,,01010,S000033,
SSEG01,Martin Heinrich,minority,5,,01937,H001046,
SSEG01,"Angus S. King, Jr.",minority,6,,02185,K000383,
SSEG01,Tammy Duckworth,minority,7,,02123,D000622,
SSEG01,Catherine Cortez Masto,minority,8,,,C001113,
SSEG01,Maria Cantwell,minority,9,Ex Officio,00172,C000127,
SSEG03,Mike Lee,majority,1,Chairman,02080,L000577,
SSEG03,John Barrasso,majority,2,,01881,B001261,
SSEG03,James E. Risch,majority,3,,01896,R000584,
SSEG03,Jeff Flake,majority,4,,01633,F000444,
SSEG03,Steve Daines,majority,5,,02138,D000618,
SSEG03,Cory Gardner,majority,6,,01998,G000562,
SSEG03,Lamar Alexander,majority,7,,01695,A000360,
SSEG03,John Hoeven,majority,8,,02079,H001061,
SSEG03,Bill Cassidy,majority,9,,01925,C001075,
SSEG03,Lisa Murkowski,majority,11,Ex Officio,01694,M001153,
SSEG03,Ron Wyden,minority,1,Ranking Member,01247,W000779,
SSEG03,Debbie Stabenow,minority,2,,01531,S000770,
SSEG03,"Joe Manchin, III",minority,4,,01983,M001183,
SSEG03,Martin Heinrich,minority,5,,01937,H001046,
SSEG03,Mazie K. Hirono,minority,6,,01844,H001042,
SSEG03,Catherine Cortez Masto,minority,7,,,C001113,
SSEG03,Maria Cantwell,minority,8,Ex Officio,00172,C000127,
SSEG04,Steve Daines,majority,1,Chairman,02138,D000618,
SSEG04,John Barrasso,majority,2,,01881,B001261,
SSEG04,Mike Lee,majority,3,,02080,L000577,
SSEG04,Cory Gardner,majority,4,,01998,G000562,
SSEG04,Lamar Alexander,majority,5,,01695,A000360,
SSEG04,John Hoeven,majority,6,,02079,H001061,
SSEG04,Rob Portman,majority,7,,00924,P000449,
SSEG04,Lisa Murkowski,majority,8,Ex Officio,01694,M001153,
SSEG04,Mazie K. Hirono,minority,1,Ranking Member,01844,H001042,
SSEG04,Bernard Sanders,minority,2,,01010,S000033,
SSEG04,Debbie Stabenow,minority,3,,01531,S000770,
SSEG04,Martin Heinrich,minority,4,,01937,H001046,
SSEG04,"Angus S. King, Jr.",minority,5,,02185,K000383,
SSEG04,Tammy Duckworth,minority,6,,02123,D000622,
SSEG04,Maria Cantwell,minority,7,Ex Officio,00172,C000127,
SSEG07,Jeff Flake,majority,1,Chairman,01633,F000444,
SSEG07,John Barrasso,majority,2,,01881,B001261,
SSEG07,James E. Risch,majority,3,,01896,R000584,
SSEG07,Mike Lee,majority,4,,02080,L000577,
SSEG07,Bill Cassidy,majority,5,,01925,C001075,
SSEG07,Rob Portman,majority,6,,00924,P000449,
